method,split,seed,mean_success_rate,ci95_success_rate,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
label_balanced_selection,combined_stress,2,0.356803,0.028705,0.388430,0.005011,0.462712,0.005601,0.188698,0.002937,0.113923,0.000971,0.175584,0.001154,0.146428,0.001249,35,84
label_balanced_selection,combined_stress,3,0.371429,0.022794,0.388818,0.004885,0.463358,0.005605,0.188716,0.002724,0.113848,0.000893,0.175624,0.001086,0.146400,0.001413,35,84
label_balanced_selection,combined_stress,4,0.369388,0.031122,0.388748,0.004666,0.463661,0.005533,0.188754,0.002891,0.114096,0.000933,0.175830,0.001173,0.146366,0.001415,35,84
label_balanced_selection,combined_stress,5,0.365986,0.023555,0.388679,0.004746,0.463621,0.005734,0.189040,0.002662,0.114374,0.000796,0.175593,0.001146,0.145869,0.001396,35,84
label_balanced_selection,combined_stress,6,0.362585,0.026584,0.389067,0.004803,0.463580,0.005555,0.189325,0.002740,0.114651,0.000956,0.175584,0.001150,0.145601,0.001282,35,84
label_balanced_selection,heldout_mechanism,0,0.424830,0.024082,0.397186,0.004586,0.440194,0.005506,0.179882,0.002402,0.111865,0.001054,0.170085,0.001019,0.140317,0.001239,35,84
label_balanced_selection,heldout_mechanism,1,0.421088,0.025220,0.395760,0.004594,0.440166,0.005426,0.179958,0.002570,0.112374,0.000992,0.170317,0.000906,0.140514,0.001136,35,84
label_balanced_selection,heldout_mechanism,2,0.430952,0.023757,0.396164,0.004628,0.440481,0.005347,0.180105,0.002397,0.112170,0.001183,0.170412,0.000811,0.140946,0.001140,35,84
label_balanced_selection,heldout_mechanism,3,0.411224,0.024730,0.395653,0.005213,0.440796,0.005557,0.180911,0.002502,0.112140,0.001122,0.170803,0.000921,0.140920,0.001195,35,84
label_balanced_selection,heldout_mechanism,4,0.423469,0.024710,0.394685,0.005389,0.441111,0.005635,0.180758,0.002318,0.112099,0.001095,0.170646,0.000947,0.140666,0.001282,35,84
label_balanced_selection,heldout_mechanism,5,0.412245,0.022065,0.395089,0.005331,0.441426,0.005723,0.181310,0.002287,0.112341,0.001223,0.170495,0.001083,0.140869,0.001305,35,84
label_balanced_selection,heldout_mechanism,6,0.431973,0.028224,0.395493,0.005156,0.441741,0.005724,0.180932,0.002604,0.110993,0.000984,0.170492,0.001152,0.141072,0.001295,35,84
label_balanced_selection,heldout_object,0,0.447959,0.021941,0.399538,0.004664,0.429985,0.005442,0.177160,0.002606,0.110545,0.000977,0.168434,0.001271,0.138098,0.001168,35,84
label_balanced_selection,heldout_object,1,0.445578,0.022049,0.399461,0.004510,0.429253,0.005603,0.177594,0.002576,0.110555,0.001157,0.168639,0.001258,0.138272,0.001193,35,84
label_balanced_selection,heldout_object,2,0.438435,0.023981,0.398926,0.004646,0.429893,0.005606,0.177575,0.002844,0.111137,0.001143,0.168435,0.001153,0.138468,0.001231,35,84
label_balanced_selection,heldout_object,3,0.425850,0.019205,0.398849,0.004652,0.430190,0.005575,0.178154,0.002692,0.111167,0.001072,0.168515,0.001137,0.138201,0.001133,35,84
label_balanced_selection,heldout_object,4,0.451020,0.026780,0.399229,0.004576,0.429801,0.005574,0.177555,0.002875,0.110804,0.001117,0.168216,0.001268,0.138152,0.001247,35,84
label_balanced_selection,heldout_object,5,0.429592,0.023144,0.399151,0.004635,0.429755,0.005205,0.177920,0.002607,0.110757,0.000861,0.168612,0.001259,0.138566,0.001242,35,84
label_balanced_selection,heldout_object,6,0.452041,0.019639,0.399531,0.004920,0.429022,0.005366,0.176923,0.002650,0.110412,0.000885,0.168570,0.001224,0.138512,0.001331,35,84
label_balanced_selection,small_budget,0,0.467687,0.025961,0.402649,0.004830,0.418170,0.005230,0.172946,0.002726,0.109847,0.001090,0.165205,0.001131,0.134677,0.001202,35,84
label_balanced_selection,small_budget,1,0.486054,0.023264,0.402098,0.005082,0.418798,0.005233,0.172610,0.002799,0.109435,0.001233,0.165424,0.001192,0.134865,0.001141,35,84
label_balanced_selection,small_budget,2,0.468367,0.017920,0.401547,0.005057,0.419083,0.005190,0.172647,0.002548,0.109983,0.001147,0.165775,0.001037,0.135047,0.001131,35,84
label_balanced_selection,small_budget,3,0.459184,0.020920,0.401454,0.004954,0.419025,0.005440,0.173321,0.002590,0.110158,0.001183,0.166041,0.000912,0.135224,0.001157,35,84
label_balanced_selection,small_budget,4,0.468707,0.025508,0.401360,0.005040,0.418967,0.005271,0.173435,0.002601,0.109468,0.001135,0.166120,0.000806,0.135401,0.001134,35,84
label_balanced_selection,small_budget,5,0.466667,0.023388,0.401724,0.004845,0.418909,0.005437,0.173437,0.002441,0.109003,0.001084,0.166085,0.001031,0.135578,0.001087,35,84
label_balanced_selection,small_budget,6,0.445918,0.019798,0.402088,0.004634,0.418851,0.005345,0.174230,0.002238,0.109645,0.000903,0.166695,0.000994,0.135298,0.001219,35,84
oracle_interventional_selector,clean_budget,0,0.794898,0.017247,0.730928,0.004796,0.053286,0.001952,0.029829,0.002162,0.020243,0.000850,0.167938,0.001226,0.035710,0.001071,35,84
oracle_interventional_selector,clean_budget,1,0.800000,0.016143,0.729967,0.004262,0.052921,0.002259,0.029622,0.002060,0.020322,0.000801,0.167399,0.001170,0.035677,0.001056,35,84
oracle_interventional_selector,clean_budget,2,0.799660,0.017985,0.729465,0.004327,0.052556,0.002318,0.029577,0.002099,0.020519,0.000969,0.167600,0.001179,0.036102,0.001056,35,84
oracle_interventional_selector,clean_budget,3,0.811905,0.019762,0.728504,0.004626,0.053220,0.002322,0.028765,0.002231,0.019311,0.001029,0.167219,0.001070,0.035629,0.001290,35,84
oracle_interventional_selector,clean_budget,4,0.813605,0.016005,0.728002,0.005090,0.053198,0.002109,0.028911,0.002178,0.019491,0.001042,0.167171,0.001108,0.035602,0.001381,35,84
oracle_interventional_selector,clean_budget,5,0.811224,0.016350,0.728871,0.005093,0.052490,0.002232,0.028676,0.002053,0.018791,0.001004,0.167393,0.001071,0.035335,0.001202,35,84
oracle_interventional_selector,clean_budget,6,0.809524,0.016458,0.728368,0.005094,0.052811,0.002404,0.028946,0.002124,0.018372,0.000998,0.167836,0.001106,0.035542,0.001299,35,84
oracle_interventional_selector,combined_stress,0,0.775510,0.021690,0.712220,0.004629,0.059823,0.002244,0.042831,0.002288,0.021134,0.000833,0.178592,0.001039,0.049341,0.001026,35,84
oracle_interventional_selector,combined_stress,1,0.775850,0.018732,0.711284,0.005050,0.060162,0.002281,0.042824,0.002050,0.021585,0.000820,0.178570,0.000910,0.049789,0.001026,35,84
oracle_interventional_selector,combined_stress,2,0.779592,0.017905,0.710348,0.005088,0.059129,0.002204,0.042397,0.002114,0.021666,0.000957,0.178972,0.000997,0.049758,0.001118,35,84
oracle_interventional_selector,combined_stress,3,0.777551,0.018715,0.709869,0.004933,0.059467,0.002175,0.042461,0.001947,0.021255,0.000966,0.179202,0.000886,0.049749,0.001249,35,84
oracle_interventional_selector,combined_stress,4,0.770408,0.014651,0.710305,0.004871,0.059463,0.001972,0.043114,0.001863,0.021197,0.000859,0.179026,0.001039,0.049734,0.001258,35,84
oracle_interventional_selector,combined_stress,5,0.782653,0.018899,0.710741,0.004784,0.059802,0.002172,0.042979,0.001875,0.020717,0.000975,0.178885,0.001046,0.049724,0.001136,35,84
oracle_interventional_selector,combined_stress,6,0.771429,0.015828,0.710719,0.004820,0.059798,0.002347,0.043068,0.002080,0.020936,0.000836,0.178978,0.001047,0.049710,0.001238,35,84
oracle_interventional_selector,heldout_mechanism,0,0.788435,0.015691,0.717487,0.004889,0.058340,0.002363,0.037790,0.002106,0.020768,0.000804,0.174628,0.001078,0.044100,0.001316,35,84
oracle_interventional_selector,heldout_mechanism,1,0.779932,0.018851,0.717939,0.004958,0.058348,0.002379,0.038035,0.002084,0.021179,0.000827,0.175160,0.001107,0.044551,0.001316,35,84
oracle_interventional_selector,heldout_mechanism,2,0.801020,0.017782,0.717933,0.004956,0.057327,0.002586,0.037325,0.002287,0.019990,0.000975,0.175167,0.001124,0.044299,0.001132,35,84
oracle_interventional_selector,heldout_mechanism,3,0.774490,0.014631,0.717928,0.004864,0.057335,0.002454,0.038568,0.002160,0.020822,0.000846,0.175879,0.001112,0.044064,0.001128,35,84
oracle_interventional_selector,heldout_mechanism,4,0.791156,0.015611,0.718380,0.004787,0.056999,0.002652,0.038264,0.002125,0.020684,0.000806,0.175244,0.001130,0.044052,0.001178,35,84
oracle_interventional_selector,heldout_mechanism,5,0.780952,0.017669,0.718832,0.004654,0.056321,0.002380,0.038973,0.002151,0.020676,0.000840,0.174650,0.001097,0.044492,0.001173,35,84
oracle_interventional_selector,heldout_mechanism,6,0.777891,0.013860,0.718369,0.004554,0.057015,0.002382,0.038642,0.002175,0.020967,0.000981,0.174669,0.001121,0.044267,0.001280,35,84
oracle_interventional_selector,heldout_object,0,0.791156,0.013774,0.721498,0.004601,0.056086,0.002152,0.036340,0.001931,0.020354,0.000840,0.173095,0.001272,0.041923,0.001063,35,84
oracle_interventional_selector,heldout_object,1,0.799660,0.015230,0.721926,0.004685,0.055390,0.002307,0.035788,0.002261,0.020112,0.000904,0.172988,0.001365,0.041436,0.001156,35,84
oracle_interventional_selector,heldout_object,2,0.799660,0.016828,0.720982,0.005140,0.055037,0.002277,0.035285,0.002289,0.020283,0.000809,0.172279,0.001266,0.041640,0.001101,35,84
oracle_interventional_selector,heldout_object,3,0.792857,0.013330,0.720495,0.004991,0.055370,0.002105,0.035717,0.002445,0.020671,0.000930,0.171867,0.001187,0.041856,0.001142,35,84
oracle_interventional_selector,heldout_object,4,0.782993,0.016626,0.720466,0.004925,0.055016,0.002131,0.035281,0.002242,0.020586,0.000888,0.172400,0.001198,0.041831,0.001171,35,84
oracle_interventional_selector,heldout_object,5,0.781633,0.020847,0.719979,0.005213,0.055692,0.002135,0.034886,0.002241,0.020370,0.001003,0.172391,0.001175,0.041823,0.001114,35,84
oracle_interventional_selector,heldout_object,6,0.772449,0.017292,0.720864,0.005217,0.056025,0.002113,0.035618,0.002215,0.020137,0.000939,0.172231,0.000993,0.041810,0.001190,35,84
oracle_interventional_selector,small_budget,0,0.800000,0.017503,0.724303,0.004898,0.053667,0.002284,0.033368,0.001902,0.019667,0.000798,0.170738,0.001064,0.039872,0.001179,35,84
oracle_interventional_selector,small_budget,1,0.791156,0.016960,0.724257,0.004713,0.053645,0.002268,0.033602,0.001976,0.020291,0.000762,0.171253,0.001117,0.039845,0.001294,35,84
oracle_interventional_selector,small_budget,2,0.791156,0.018631,0.725127,0.004716,0.053966,0.002248,0.033363,0.002233,0.020037,0.000819,0.171222,0.001141,0.040281,0.001298,35,84
oracle_interventional_selector,small_budget,3,0.795238,0.014967,0.725081,0.004921,0.054287,0.002310,0.033459,0.002156,0.019950,0.000724,0.171150,0.001131,0.039573,0.001281,35,84
oracle_interventional_selector,small_budget,4,0.802381,0.018479,0.725493,0.004672,0.054608,0.002242,0.033464,0.002094,0.020024,0.000707,0.171048,0.000943,0.039780,0.001306,35,84
oracle_interventional_selector,small_budget,5,0.789116,0.017392,0.725448,0.004897,0.054243,0.002072,0.033579,0.002072,0.020490,0.000828,0.170693,0.001020,0.039061,0.001167,35,84
oracle_interventional_selector,small_budget,6,0.797959,0.019824,0.725859,0.004920,0.054221,0.001968,0.033281,0.001939,0.020271,0.000870,0.170802,0.001072,0.039034,0.001036,35,84
proposed_causal_mechanism_selector,clean_budget,0,0.731973,0.016244,0.651884,0.004866,0.114678,0.003118,0.061051,0.002058,0.039501,0.000828,0.210682,0.001166,0.055039,0.001200,35,84
proposed_causal_mechanism_selector,clean_budget,1,0.708503,0.019959,0.652785,0.004870,0.115365,0.003121,0.061328,0.002179,0.040233,0.000875,0.210902,0.001222,0.054353,0.001310,35,84
proposed_causal_mechanism_selector,clean_budget,2,0.728912,0.022476,0.653229,0.004862,0.114681,0.002941,0.060885,0.002450,0.039539,0.000839,0.210912,0.001233,0.054332,0.001221,35,84
proposed_causal_mechanism_selector,clean_budget,3,0.726190,0.015034,0.653215,0.004651,0.115026,0.002917,0.060974,0.002299,0.040062,0.000699,0.210467,0.001126,0.054326,0.001269,35,84
proposed_causal_mechanism_selector,clean_budget,4,0.728571,0.016480,0.653659,0.004662,0.114342,0.002749,0.061072,0.002231,0.040218,0.000756,0.210200,0.001170,0.054762,0.001269,35,84
proposed_causal_mechanism_selector,clean_budget,5,0.723129,0.018057,0.653188,0.004877,0.114001,0.002604,0.060741,0.002198,0.040517,0.000891,0.210240,0.001131,0.054517,0.001368,35,84
proposed_causal_mechanism_selector,clean_budget,6,0.732993,0.017279,0.653632,0.004771,0.114003,0.002367,0.060202,0.002323,0.040281,0.000849,0.209898,0.001154,0.053821,0.001152,35,84
proposed_causal_mechanism_selector,combined_stress,0,0.685714,0.020206,0.631858,0.004888,0.130954,0.003032,0.075519,0.001958,0.042529,0.001131,0.222318,0.001169,0.069082,0.001436,35,84
proposed_causal_mechanism_selector,combined_stress,1,0.676190,0.022470,0.630954,0.004578,0.130974,0.002884,0.075803,0.002452,0.042513,0.000909,0.222411,0.001212,0.068855,0.001428,35,84
proposed_causal_mechanism_selector,combined_stress,2,0.661224,0.022400,0.631879,0.004581,0.129965,0.002917,0.076412,0.002345,0.041905,0.000941,0.222558,0.001123,0.068840,0.001328,35,84
proposed_causal_mechanism_selector,combined_stress,3,0.673469,0.020298,0.632804,0.004585,0.130328,0.002877,0.076066,0.002362,0.041657,0.000698,0.221975,0.001120,0.068847,0.001240,35,84
proposed_causal_mechanism_selector,combined_stress,4,0.680272,0.018001,0.633272,0.004460,0.130348,0.002674,0.075860,0.002286,0.041514,0.000832,0.221904,0.001053,0.068162,0.001131,35,84
proposed_causal_mechanism_selector,combined_stress,5,0.666667,0.023333,0.634197,0.004464,0.129338,0.002600,0.075743,0.002338,0.042207,0.000840,0.222038,0.001241,0.068376,0.001014,35,84
proposed_causal_mechanism_selector,combined_stress,6,0.677891,0.015976,0.635123,0.004467,0.129701,0.002628,0.075427,0.002022,0.042210,0.000712,0.221694,0.001081,0.068383,0.000988,35,84
proposed_causal_mechanism_selector,heldout_mechanism,0,0.683673,0.016631,0.640227,0.004915,0.123659,0.002626,0.070500,0.002425,0.042211,0.000990,0.217997,0.001175,0.063698,0.001345,35,84
proposed_causal_mechanism_selector,heldout_mechanism,1,0.683333,0.018380,0.640711,0.004930,0.124377,0.002629,0.070333,0.002328,0.042017,0.001047,0.218006,0.001248,0.063719,0.001436,35,84
proposed_causal_mechanism_selector,heldout_mechanism,2,0.691837,0.017052,0.640737,0.004958,0.125095,0.002633,0.070358,0.002301,0.041430,0.001010,0.217240,0.001006,0.064197,0.001437,35,84
proposed_causal_mechanism_selector,heldout_mechanism,3,0.693197,0.019536,0.639392,0.005058,0.124441,0.003037,0.070280,0.002513,0.041617,0.001006,0.217003,0.000926,0.063967,0.001432,35,84
proposed_causal_mechanism_selector,heldout_mechanism,4,0.701701,0.016539,0.640333,0.005061,0.124129,0.003062,0.069096,0.001976,0.041607,0.001016,0.216466,0.000907,0.063514,0.001293,35,84
proposed_causal_mechanism_selector,heldout_mechanism,5,0.711565,0.018076,0.640817,0.005255,0.124504,0.002903,0.068829,0.002022,0.040505,0.000885,0.216830,0.000924,0.063072,0.001217,35,84
proposed_causal_mechanism_selector,heldout_mechanism,6,0.714286,0.017819,0.640386,0.005111,0.124536,0.002777,0.068298,0.002109,0.040891,0.000911,0.217265,0.000919,0.062853,0.000970,35,84
proposed_causal_mechanism_selector,heldout_object,0,0.702381,0.016733,0.644124,0.004839,0.120702,0.002686,0.067095,0.002054,0.040592,0.000721,0.216019,0.000962,0.061224,0.001245,35,84
proposed_causal_mechanism_selector,heldout_object,1,0.704422,0.018487,0.644584,0.004712,0.121059,0.002601,0.067508,0.002130,0.040819,0.000685,0.215991,0.001120,0.060999,0.001313,35,84
proposed_causal_mechanism_selector,heldout_object,2,0.695238,0.018896,0.644587,0.004801,0.120043,0.002684,0.067940,0.002148,0.041223,0.000827,0.216305,0.001135,0.060751,0.001245,35,84
proposed_causal_mechanism_selector,heldout_object,3,0.708844,0.016824,0.645047,0.004994,0.120400,0.002660,0.067548,0.002234,0.041398,0.000790,0.215934,0.001110,0.060525,0.001337,35,84
proposed_causal_mechanism_selector,heldout_object,4,0.684014,0.021311,0.645506,0.004913,0.120757,0.002567,0.068538,0.002229,0.041968,0.000680,0.216404,0.001131,0.060757,0.001311,35,84
proposed_causal_mechanism_selector,heldout_object,5,0.702381,0.021239,0.644594,0.004675,0.121457,0.002571,0.067797,0.002191,0.041582,0.000813,0.216213,0.001256,0.060765,0.001213,35,84
proposed_causal_mechanism_selector,heldout_object,6,0.710544,0.017106,0.644597,0.004935,0.121814,0.002390,0.067797,0.002197,0.041661,0.000774,0.215896,0.001115,0.060768,0.001188,35,84
proposed_causal_mechanism_selector,small_budget,0,0.714966,0.018938,0.646877,0.004976,0.119429,0.002595,0.064746,0.002224,0.040568,0.000907,0.213598,0.000936,0.058251,0.001073,35,84
proposed_causal_mechanism_selector,small_budget,1,0.712585,0.016900,0.646407,0.004622,0.119774,0.002525,0.064597,0.002079,0.040840,0.000920,0.214064,0.000948,0.058246,0.001218,35,84
proposed_causal_mechanism_selector,small_budget,2,0.711565,0.015367,0.647308,0.004625,0.119432,0.002904,0.064819,0.001944,0.040627,0.000838,0.213831,0.001068,0.058230,0.001237,35,84
proposed_causal_mechanism_selector,small_budget,3,0.711565,0.014351,0.646837,0.004703,0.119091,0.002748,0.065239,0.001859,0.040633,0.000747,0.213816,0.000967,0.057985,0.001247,35,84
proposed_causal_mechanism_selector,small_budget,4,0.704762,0.020489,0.646824,0.004568,0.118064,0.002925,0.065133,0.002371,0.040720,0.000837,0.214098,0.001183,0.058415,0.001249,35,84
proposed_causal_mechanism_selector,small_budget,5,0.711565,0.018402,0.646810,0.004657,0.118066,0.003136,0.064915,0.002243,0.041022,0.000893,0.214015,0.001040,0.058862,0.001255,35,84
proposed_causal_mechanism_selector,small_budget,6,0.709864,0.021456,0.647254,0.004984,0.118754,0.003139,0.065224,0.002367,0.040406,0.000988,0.213560,0.001131,0.059090,0.001260,35,84
random_selection,clean_budget,0,0.398980,0.022945,0.323968,0.004856,0.301943,0.003528,0.176538,0.002488,0.104958,0.001028,0.130252,0.001129,0.114512,0.001184,35,84
random_selection,clean_budget,1,0.418027,0.020733,0.324268,0.004719,0.302180,0.003477,0.176124,0.002289,0.104711,0.000930,0.130432,0.001093,0.114661,0.001134,35,84
random_selection,clean_budget,2,0.415986,0.020825,0.324568,0.004743,0.302417,0.003687,0.176571,0.002372,0.105165,0.000949,0.130595,0.001148,0.114582,0.001154,35,84
random_selection,clean_budget,3,0.405782,0.016328,0.324410,0.005115,0.302997,0.003690,0.177286,0.002281,0.105125,0.000891,0.130381,0.001113,0.114509,0.001128,35,84
random_selection,clean_budget,4,0.406803,0.019592,0.324253,0.005021,0.302891,0.003849,0.177619,0.002434,0.105500,0.001002,0.130284,0.001162,0.113967,0.001270,35,84
random_selection,clean_budget,5,0.403061,0.020697,0.323638,0.004735,0.303471,0.003852,0.177224,0.002435,0.105492,0.000994,0.130006,0.001203,0.114122,0.001259,35,84
random_selection,clean_budget,6,0.412585,0.019904,0.323938,0.004647,0.303021,0.003960,0.177052,0.002414,0.105197,0.000772,0.129596,0.001176,0.114261,0.001228,35,84
random_selection,combined_stress,0,0.317687,0.020645,0.304387,0.005354,0.339863,0.004088,0.193914,0.002322,0.109612,0.001111,0.141774,0.001256,0.129809,0.001287,35,84
random_selection,combined_stress,1,0.315986,0.024130,0.304253,0.005116,0.340118,0.004284,0.193907,0.002718,0.109359,0.001063,0.141488,0.001426,0.129742,0.001248,35,84
random_selection,combined_stress,2,0.339116,0.024526,0.302748,0.004920,0.340716,0.004288,0.193635,0.002623,0.108834,0.001199,0.141639,0.001409,0.129223,0.001315,35,84
random_selection,combined_stress,3,0.324490,0.015930,0.303072,0.005013,0.339599,0.004047,0.193469,0.002692,0.108554,0.001015,0.141253,0.001314,0.128906,0.001288,35,84
random_selection,combined_stress,4,0.319388,0.020815,0.302938,0.004843,0.339854,0.003874,0.194021,0.002762,0.108402,0.001078,0.141458,0.001330,0.129068,0.001324,35,84
random_selection,combined_stress,5,0.319728,0.024615,0.303262,0.004880,0.339422,0.003914,0.193451,0.002812,0.108279,0.000922,0.141609,0.001268,0.129219,0.001228,35,84
random_selection,combined_stress,6,0.330612,0.020339,0.303586,0.004739,0.339334,0.003733,0.193501,0.002666,0.107766,0.000857,0.141425,0.001185,0.128918,0.001271,35,84
random_selection,heldout_mechanism,0,0.346259,0.020390,0.312287,0.004668,0.326081,0.003915,0.188464,0.002554,0.107966,0.001080,0.137370,0.001231,0.124545,0.001429,35,84
random_selection,heldout_mechanism,1,0.348299,0.024016,0.311255,0.004967,0.326691,0.003918,0.187690,0.002379,0.107841,0.001194,0.136826,0.001101,0.124720,0.001358,35,84
random_selection,heldout_mechanism,2,0.343197,0.022525,0.310680,0.004967,0.326272,0.004017,0.187749,0.002456,0.107873,0.001131,0.136810,0.001145,0.123965,0.001377,35,84
random_selection,heldout_mechanism,3,0.365306,0.022429,0.310563,0.005207,0.326195,0.004211,0.187014,0.002407,0.107326,0.000957,0.136293,0.001082,0.123901,0.001328,35,84
random_selection,heldout_mechanism,4,0.364286,0.024109,0.310445,0.005068,0.326119,0.004248,0.186973,0.002404,0.107054,0.001027,0.136237,0.001099,0.123380,0.001264,35,84
random_selection,heldout_mechanism,5,0.378231,0.025110,0.310785,0.004976,0.325700,0.004014,0.185775,0.002458,0.106172,0.000862,0.136259,0.001089,0.123310,0.001257,35,84
random_selection,heldout_mechanism,6,0.364286,0.024966,0.311582,0.004979,0.325281,0.003841,0.186099,0.002478,0.106626,0.000982,0.136561,0.001053,0.123012,0.001236,35,84
random_selection,heldout_object,0,0.366667,0.018170,0.315325,0.004461,0.319116,0.003926,0.184548,0.002321,0.106399,0.000814,0.134945,0.001190,0.120891,0.001314,35,84
random_selection,heldout_object,1,0.353061,0.019509,0.314726,0.004439,0.318679,0.003933,0.184391,0.002399,0.106804,0.000871,0.135231,0.001204,0.120809,0.001289,35,84
random_selection,heldout_object,2,0.377211,0.025485,0.315042,0.004561,0.318242,0.003848,0.183788,0.002563,0.106427,0.001074,0.135139,0.001258,0.121185,0.001289,35,84
random_selection,heldout_object,3,0.373810,0.025813,0.314443,0.004705,0.318148,0.003826,0.184034,0.002592,0.106894,0.000858,0.135094,0.001246,0.121108,0.001139,35,84
random_selection,heldout_object,4,0.378231,0.019300,0.315216,0.004710,0.318397,0.003626,0.184296,0.002513,0.106530,0.001013,0.135200,0.001170,0.121266,0.001166,35,84
random_selection,heldout_object,5,0.380272,0.023371,0.315990,0.004715,0.318989,0.003630,0.183966,0.002592,0.106648,0.001027,0.135330,0.001120,0.121658,0.001167,35,84
random_selection,heldout_object,6,0.379252,0.017354,0.316306,0.004592,0.319238,0.003840,0.184163,0.002234,0.106390,0.000917,0.135032,0.001024,0.121816,0.001138,35,84
random_selection,small_budget,0,0.376871,0.019130,0.318538,0.005170,0.313306,0.004264,0.181519,0.002354,0.106452,0.000937,0.132778,0.001133,0.118761,0.001321,35,84
random_selection,small_budget,1,0.382993,0.015409,0.317923,0.005161,0.313886,0.004268,0.181286,0.002261,0.106486,0.001014,0.132401,0.001107,0.118459,0.001213,35,84
random_selection,small_budget,2,0.384354,0.021165,0.317766,0.005105,0.314466,0.004272,0.181196,0.002514,0.106395,0.001024,0.132758,0.001151,0.118385,0.001331,35,84
random_selection,small_budget,3,0.367687,0.019969,0.317608,0.005080,0.313674,0.004122,0.181329,0.002417,0.106401,0.000988,0.132838,0.001201,0.118747,0.001331,35,84
random_selection,small_budget,4,0.371429,0.022101,0.317908,0.004960,0.313911,0.004094,0.181374,0.002473,0.106258,0.000947,0.132942,0.001225,0.118897,0.001243,35,84
random_selection,small_budget,5,0.369728,0.015658,0.318208,0.004773,0.314491,0.004097,0.181834,0.002321,0.106262,0.000961,0.132873,0.001118,0.118595,0.001272,35,84
random_selection,small_budget,6,0.393197,0.015557,0.318965,0.004777,0.314042,0.004068,0.180785,0.002420,0.105635,0.000877,0.132780,0.000999,0.118505,0.001152,35,84
uncertainty_active_selection,clean_budget,0,0.618027,0.022071,0.524833,0.004979,0.264741,0.004267,0.113361,0.002494,0.075146,0.000927,0.273959,0.001328,0.086281,0.001073,35,84
uncertainty_active_selection,clean_budget,1,0.616327,0.020406,0.523857,0.004810,0.264707,0.004247,0.113142,0.002580,0.074677,0.001022,0.273480,0.001248,0.086246,0.001107,35,84
uncertainty_active_selection,clean_budget,2,0.610884,0.020106,0.523795,0.004847,0.265016,0.004063,0.113287,0.002624,0.075232,0.001019,0.273496,0.001218,0.086674,0.001108,35,84
uncertainty_active_selection,clean_budget,3,0.608844,0.027227,0.523276,0.004441,0.265668,0.004066,0.112895,0.002725,0.075013,0.001208,0.273478,0.001285,0.086649,0.000920,35,84
uncertainty_active_selection,clean_budget,4,0.611224,0.019320,0.523672,0.004703,0.266320,0.004069,0.112827,0.002453,0.075182,0.001078,0.273644,0.001230,0.086854,0.000940,35,84
uncertainty_active_selection,clean_budget,5,0.624150,0.019796,0.524068,0.004563,0.265600,0.003781,0.112582,0.002378,0.074624,0.000873,0.273476,0.001166,0.087036,0.000997,35,84
uncertainty_active_selection,clean_budget,6,0.625510,0.019798,0.524007,0.004315,0.265566,0.003780,0.112500,0.002528,0.074332,0.000863,0.273652,0.001207,0.087001,0.001052,35,84
uncertainty_active_selection,combined_stress,0,0.518707,0.020343,0.506328,0.004679,0.303556,0.004285,0.130045,0.002524,0.079316,0.000930,0.285971,0.001151,0.100530,0.001470,35,84
uncertainty_active_selection,combined_stress,1,0.527891,0.019320,0.506290,0.004592,0.303197,0.004319,0.130177,0.002451,0.079337,0.000935,0.286081,0.001120,0.100730,0.001373,35,84
uncertainty_active_selection,combined_stress,2,0.505782,0.022885,0.506253,0.004591,0.302838,0.004006,0.131247,0.002713,0.080041,0.001117,0.286276,0.001295,0.101159,0.001374,35,84
uncertainty_active_selection,combined_stress,3,0.518707,0.027926,0.504386,0.004364,0.303508,0.004010,0.131105,0.002755,0.079779,0.001133,0.286349,0.001238,0.100918,0.001361,35,84
uncertainty_active_selection,combined_stress,4,0.524830,0.020569,0.503891,0.004337,0.303835,0.004003,0.130916,0.002651,0.079637,0.001169,0.285803,0.001211,0.100900,0.001186,35,84
uncertainty_active_selection,combined_stress,5,0.507823,0.023293,0.503853,0.004434,0.304505,0.004007,0.131671,0.002530,0.079342,0.001309,0.285947,0.001302,0.101346,0.001188,35,84
uncertainty_active_selection,combined_stress,6,0.507823,0.024943,0.503816,0.004835,0.303116,0.003831,0.131097,0.002679,0.079240,0.001191,0.285691,0.001155,0.101758,0.001184,35,84
uncertainty_active_selection,heldout_mechanism,0,0.557823,0.020873,0.511644,0.004940,0.289912,0.004042,0.124139,0.002382,0.077287,0.001094,0.281313,0.001091,0.096263,0.001352,35,84
uncertainty_active_selection,heldout_mechanism,1,0.570748,0.023894,0.512080,0.004812,0.289565,0.004061,0.123710,0.002466,0.076523,0.000938,0.281394,0.001174,0.096471,0.001340,35,84
uncertainty_active_selection,heldout_mechanism,2,0.558163,0.021829,0.512973,0.004816,0.289218,0.004295,0.124046,0.002451,0.077229,0.000976,0.281729,0.001179,0.095993,0.001264,35,84
uncertainty_active_selection,heldout_mechanism,3,0.547959,0.018830,0.511579,0.004518,0.289214,0.004301,0.124562,0.002421,0.077911,0.000888,0.282041,0.001204,0.095750,0.001332,35,84
