method,risk_budget,seed,mean_accepted,ci95_accepted,mean_budget_breach,ci95_budget_breach,mean_fixed_risk_utility,ci95_fixed_risk_utility,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,groups,episodes_per_cell
invariant_risk_selector,0.05000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.25635221,0.01214522,0.51848958,0.01009852,0.29151791,0.01212452,160,96
invariant_risk_selector,0.05000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.25967276,0.01296911,0.52194010,0.01063688,0.29484066,0.01294786,160,96
invariant_risk_selector,0.05000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.25968773,0.01318507,0.52207031,0.01093280,0.29485344,0.01316013,160,96
invariant_risk_selector,0.05000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.25886276,0.01337464,0.52128906,0.01098956,0.29401752,0.01335157,160,96
invariant_risk_selector,0.05000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.25691391,0.01307611,0.51959635,0.01072092,0.29207305,0.01305357,160,96
invariant_risk_selector,0.05000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.25336344,0.01282305,0.51653646,0.01057011,0.28852916,0.01280083,160,96
invariant_risk_selector,0.10000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.25106229,0.01376419,0.51438802,0.01137137,0.28622361,0.01374199,160,96
invariant_risk_selector,0.10000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.25954229,0.01239907,0.52239583,0.01010379,0.29470361,0.01237857,160,96
invariant_risk_selector,0.10000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.25764348,0.01319313,0.52044271,0.01085838,0.29280262,0.01317180,160,96
invariant_risk_selector,0.10000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.25567742,0.01392843,0.51829427,0.01153429,0.29084750,0.01390506,160,96
invariant_risk_selector,0.10000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.25635221,0.01214522,0.51848958,0.01009852,0.29151791,0.01212452,160,96
invariant_risk_selector,0.10000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.25967276,0.01296911,0.52194010,0.01063688,0.29484066,0.01294786,160,96
invariant_risk_selector,0.10000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.25968773,0.01318507,0.52207031,0.01093280,0.29485344,0.01316013,160,96
invariant_risk_selector,0.10000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.25886276,0.01337464,0.52128906,0.01098956,0.29401752,0.01335157,160,96
invariant_risk_selector,0.10000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.25691391,0.01307611,0.51959635,0.01072092,0.29207305,0.01305357,160,96
invariant_risk_selector,0.10000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.25336344,0.01282305,0.51653646,0.01057011,0.28852916,0.01280083,160,96
label_balanced_selector,0.05000000,0,0.00000000,0.00000000,0.00000000,0.00000000,-0.23058348,0.01463131,0.27565104,0.01354299,-0.19061657,0.01460560,160,96
label_balanced_selector,0.05000000,1,0.00000000,0.00000000,0.00000000,0.00000000,-0.23029393,0.01566342,0.27727865,0.01413729,-0.19033358,0.01563889,160,96
label_balanced_selector,0.05000000,2,0.00000000,0.00000000,0.00000000,0.00000000,-0.22584239,0.01468430,0.28040365,0.01368990,-0.18588423,0.01465865,160,96
label_balanced_selector,0.05000000,3,0.00000000,0.00000000,0.00000000,0.00000000,-0.22818096,0.01525780,0.27884115,0.01392751,-0.18821623,0.01523355,160,96
label_balanced_selector,0.05000000,4,0.00000000,0.00000000,0.00000000,0.00000000,-0.22807247,0.01505680,0.27897135,0.01376593,-0.18810118,0.01503106,160,96
label_balanced_selector,0.05000000,5,0.00000000,0.00000000,0.00000000,0.00000000,-0.23283546,0.01488171,0.27233073,0.01390352,-0.19286854,0.01485534,160,96
label_balanced_selector,0.05000000,6,0.00000000,0.00000000,0.00000000,0.00000000,-0.23137914,0.01518893,0.27252604,0.01441278,-0.19141441,0.01516524,160,96
label_balanced_selector,0.05000000,7,0.00000000,0.00000000,0.00000000,0.00000000,-0.22437590,0.01492414,0.28313802,0.01351148,-0.18441335,0.01489713,160,96
label_balanced_selector,0.05000000,8,0.00000000,0.00000000,0.00000000,0.00000000,-0.22913501,0.01467771,0.27766927,0.01350441,-0.18917903,0.01465269,160,96
label_balanced_selector,0.05000000,9,0.00000000,0.00000000,0.00000000,0.00000000,-0.22780553,0.01434555,0.27968750,0.01308808,-0.18784955,0.01431898,160,96
label_balanced_selector,0.10000000,0,0.00000000,0.00000000,0.00000000,0.00000000,-0.23058348,0.01463131,0.27565104,0.01354299,-0.19061657,0.01460560,160,96
label_balanced_selector,0.10000000,1,0.00000000,0.00000000,0.00000000,0.00000000,-0.23029393,0.01566342,0.27727865,0.01413729,-0.19033358,0.01563889,160,96
label_balanced_selector,0.10000000,2,0.00000000,0.00000000,0.00000000,0.00000000,-0.22584239,0.01468430,0.28040365,0.01368990,-0.18588423,0.01465865,160,96
label_balanced_selector,0.10000000,3,0.00000000,0.00000000,0.00000000,0.00000000,-0.22818096,0.01525780,0.27884115,0.01392751,-0.18821623,0.01523355,160,96
label_balanced_selector,0.10000000,4,0.00000000,0.00000000,0.00000000,0.00000000,-0.22807247,0.01505680,0.27897135,0.01376593,-0.18810118,0.01503106,160,96
label_balanced_selector,0.10000000,5,0.00000000,0.00000000,0.00000000,0.00000000,-0.23283546,0.01488171,0.27233073,0.01390352,-0.19286854,0.01485534,160,96
label_balanced_selector,0.10000000,6,0.00000000,0.00000000,0.00000000,0.00000000,-0.23137914,0.01518893,0.27252604,0.01441278,-0.19141441,0.01516524,160,96
label_balanced_selector,0.10000000,7,0.00000000,0.00000000,0.00000000,0.00000000,-0.22437590,0.01492414,0.28313802,0.01351148,-0.18441335,0.01489713,160,96
label_balanced_selector,0.10000000,8,0.00000000,0.00000000,0.00000000,0.00000000,-0.22913501,0.01467771,0.27766927,0.01350441,-0.18917903,0.01465269,160,96
label_balanced_selector,0.10000000,9,0.00000000,0.00000000,0.00000000,0.00000000,-0.22780553,0.01434555,0.27968750,0.01308808,-0.18784955,0.01431898,160,96
offline_rl_value_selector,0.05000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.27558799,0.01387311,0.53567708,0.01145132,0.31040412,0.01385196,160,96
offline_rl_value_selector,0.05000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.25411476,0.01241853,0.51569010,0.01027871,0.28892397,0.01239856,160,96
offline_rl_value_selector,0.05000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.25561560,0.01389046,0.51744792,0.01149701,0.29043541,0.01386808,160,96
offline_rl_value_selector,0.05000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.26164232,0.01381065,0.52330729,0.01130723,0.29647490,0.01378420,160,96
offline_rl_value_selector,0.05000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.26937878,0.01408508,0.53027344,0.01161787,0.30420226,0.01406211,160,96
offline_rl_value_selector,0.05000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.25903477,0.01378859,0.52063802,0.01127965,0.29385353,0.01376637,160,96
offline_rl_value_selector,0.05000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.27365385,0.01290421,0.53391927,0.01060085,0.30847008,0.01288479,160,96
offline_rl_value_selector,0.05000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.26534944,0.01366553,0.52610677,0.01123529,0.30016751,0.01364148,160,96
offline_rl_value_selector,0.05000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.26591701,0.01450412,0.52662760,0.01208103,0.30072816,0.01448190,160,96
offline_rl_value_selector,0.05000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.26007230,0.01250016,0.52089844,0.01023158,0.29488091,0.01247780,160,96
offline_rl_value_selector,0.10000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.27558799,0.01387311,0.53567708,0.01145132,0.31040412,0.01385196,160,96
offline_rl_value_selector,0.10000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.25411476,0.01241853,0.51569010,0.01027871,0.28892397,0.01239856,160,96
offline_rl_value_selector,0.10000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.25561560,0.01389046,0.51744792,0.01149701,0.29043541,0.01386808,160,96
offline_rl_value_selector,0.10000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.26164232,0.01381065,0.52330729,0.01130723,0.29647490,0.01378420,160,96
offline_rl_value_selector,0.10000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.26937878,0.01408508,0.53027344,0.01161787,0.30420226,0.01406211,160,96
offline_rl_value_selector,0.10000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.25903477,0.01378859,0.52063802,0.01127965,0.29385353,0.01376637,160,96
offline_rl_value_selector,0.10000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.27365385,0.01290421,0.53391927,0.01060085,0.30847008,0.01288479,160,96
offline_rl_value_selector,0.10000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.26534944,0.01366553,0.52610677,0.01123529,0.30016751,0.01364148,160,96
offline_rl_value_selector,0.10000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.26591701,0.01450412,0.52662760,0.01208103,0.30072816,0.01448190,160,96
offline_rl_value_selector,0.10000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.26007230,0.01250016,0.52089844,0.01023158,0.29488091,0.01247780,160,96
oracle_interventional_selector,0.05000000,0,1.00000000,0.00000000,0.00000000,0.00000000,0.85531535,0.00903817,0.80820313,0.00773426,0.85531535,0.00903817,160,96
oracle_interventional_selector,0.05000000,1,1.00000000,0.00000000,0.00000000,0.00000000,0.85478906,0.00883349,0.80794271,0.00766895,0.85478906,0.00883349,160,96
oracle_interventional_selector,0.05000000,2,1.00000000,0.00000000,0.00000000,0.00000000,0.84454419,0.00848601,0.79850260,0.00721395,0.84454419,0.00848601,160,96
oracle_interventional_selector,0.05000000,3,1.00000000,0.00000000,0.00000000,0.00000000,0.85085577,0.01017291,0.80429688,0.00875011,0.85085577,0.01017291,160,96
oracle_interventional_selector,0.05000000,4,1.00000000,0.00000000,0.00000000,0.00000000,0.85171992,0.00873243,0.80488281,0.00751361,0.85171992,0.00873243,160,96
oracle_interventional_selector,0.05000000,5,1.00000000,0.00000000,0.00000000,0.00000000,0.84771898,0.00904511,0.80110677,0.00791313,0.84771898,0.00904511,160,96
oracle_interventional_selector,0.05000000,6,1.00000000,0.00000000,0.00000000,0.00000000,0.84957423,0.00882110,0.80286458,0.00768573,0.84957423,0.00882110,160,96
oracle_interventional_selector,0.05000000,7,1.00000000,0.00000000,0.00000000,0.00000000,0.85602246,0.00906498,0.80872396,0.00782922,0.85602246,0.00906498,160,96
oracle_interventional_selector,0.05000000,8,1.00000000,0.00000000,0.00000000,0.00000000,0.85213418,0.00850440,0.80514323,0.00736133,0.85213418,0.00850440,160,96
oracle_interventional_selector,0.05000000,9,1.00000000,0.00000000,0.00000000,0.00000000,0.84364060,0.00877129,0.79707031,0.00766314,0.84364060,0.00877129,160,96
oracle_interventional_selector,0.10000000,0,1.00000000,0.00000000,0.00000000,0.00000000,0.85531535,0.00903817,0.80820313,0.00773426,0.85531535,0.00903817,160,96
oracle_interventional_selector,0.10000000,1,1.00000000,0.00000000,0.00000000,0.00000000,0.85478906,0.00883349,0.80794271,0.00766895,0.85478906,0.00883349,160,96
oracle_interventional_selector,0.10000000,2,1.00000000,0.00000000,0.00000000,0.00000000,0.84454419,0.00848601,0.79850260,0.00721395,0.84454419,0.00848601,160,96
oracle_interventional_selector,0.10000000,3,1.00000000,0.00000000,0.00000000,0.00000000,0.85085577,0.01017291,0.80429688,0.00875011,0.85085577,0.01017291,160,96
oracle_interventional_selector,0.10000000,4,1.00000000,0.00000000,0.00000000,0.00000000,0.85171992,0.00873243,0.80488281,0.00751361,0.85171992,0.00873243,160,96
oracle_interventional_selector,0.10000000,5,1.00000000,0.00000000,0.00000000,0.00000000,0.84771898,0.00904511,0.80110677,0.00791313,0.84771898,0.00904511,160,96
oracle_interventional_selector,0.10000000,6,1.00000000,0.00000000,0.00000000,0.00000000,0.84957423,0.00882110,0.80286458,0.00768573,0.84957423,0.00882110,160,96
oracle_interventional_selector,0.10000000,7,1.00000000,0.00000000,0.00000000,0.00000000,0.85602246,0.00906498,0.80872396,0.00782922,0.85602246,0.00906498,160,96
oracle_interventional_selector,0.10000000,8,1.00000000,0.00000000,0.00000000,0.00000000,0.85213418,0.00850440,0.80514323,0.00736133,0.85213418,0.00850440,160,96
oracle_interventional_selector,0.10000000,9,1.00000000,0.00000000,0.00000000,0.00000000,0.84364060,0.00877129,0.79707031,0.00766314,0.84364060,0.00877129,160,96
proposed_causal_mechanism_selector_v4,0.05000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.41907170,0.01122813,0.60247396,0.00932045,0.45261884,0.01120653,160,96
proposed_causal_mechanism_selector_v4,0.05000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.41997773,0.01362464,0.60299479,0.01149051,0.45351805,0.01360258,160,96
proposed_causal_mechanism_selector_v4,0.05000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.42715848,0.01100770,0.61015625,0.00912621,0.46071167,0.01098940,160,96
proposed_causal_mechanism_selector_v4,0.05000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.42292383,0.01172934,0.60605469,0.00969102,0.45646582,0.01170855,160,96
proposed_causal_mechanism_selector_v4,0.05000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.42305564,0.01164447,0.60631510,0.00966940,0.45659955,0.01162586,160,96
proposed_causal_mechanism_selector_v4,0.05000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.42126466,0.01203711,0.60475260,0.01007138,0.45480394,0.01201856,160,96
proposed_causal_mechanism_selector_v4,0.05000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.42279578,0.01197334,0.60605469,0.00997267,0.45633480,0.01195477,160,96
proposed_causal_mechanism_selector_v4,0.05000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.41680161,0.01269721,0.60019531,0.01050088,0.45033818,0.01267716,160,96
proposed_causal_mechanism_selector_v4,0.05000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.43157156,0.01228395,0.61354167,0.01024070,0.46510131,0.01226610,160,96
proposed_causal_mechanism_selector_v4,0.05000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.41852469,0.01136496,0.60149740,0.00947624,0.45206293,0.01134598,160,96
proposed_causal_mechanism_selector_v4,0.10000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.41907170,0.01122813,0.60247396,0.00932045,0.45261884,0.01120653,160,96
proposed_causal_mechanism_selector_v4,0.10000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.41997773,0.01362464,0.60299479,0.01149051,0.45351805,0.01360258,160,96
proposed_causal_mechanism_selector_v4,0.10000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.42715848,0.01100770,0.61015625,0.00912621,0.46071167,0.01098940,160,96
proposed_causal_mechanism_selector_v4,0.10000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.42292383,0.01172934,0.60605469,0.00969102,0.45646582,0.01170855,160,96
proposed_causal_mechanism_selector_v4,0.10000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.42305564,0.01164447,0.60631510,0.00966940,0.45659955,0.01162586,160,96
proposed_causal_mechanism_selector_v4,0.10000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.42126466,0.01203711,0.60475260,0.01007138,0.45480394,0.01201856,160,96
proposed_causal_mechanism_selector_v4,0.10000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.42279578,0.01197334,0.60605469,0.00997267,0.45633480,0.01195477,160,96
proposed_causal_mechanism_selector_v4,0.10000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.41680161,0.01269721,0.60019531,0.01050088,0.45033818,0.01267716,160,96
proposed_causal_mechanism_selector_v4,0.10000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.43157156,0.01228395,0.61354167,0.01024070,0.46510131,0.01226610,160,96
proposed_causal_mechanism_selector_v4,0.10000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.41852469,0.01136496,0.60149740,0.00947624,0.45206293,0.01134598,160,96
random_uniform_selector,0.05000000,0,0.00000000,0.00000000,0.00000000,0.00000000,-0.28841010,0.01104787,0.22708333,0.01413141,-0.24624817,0.01102345,160,96
random_uniform_selector,0.05000000,1,0.00000000,0.00000000,0.00000000,0.00000000,-0.29222009,0.01060516,0.22610677,0.01326021,-0.25006034,0.01058173,160,96
random_uniform_selector,0.05000000,2,0.00000000,0.00000000,0.00000000,0.00000000,-0.29608639,0.01031264,0.22102865,0.01295782,-0.25392227,0.01028886,160,96
random_uniform_selector,0.05000000,3,0.00000000,0.00000000,0.00000000,0.00000000,-0.29508290,0.00992037,0.22467448,0.01237962,-0.25291878,0.00989676,160,96
random_uniform_selector,0.05000000,4,0.00000000,0.00000000,0.00000000,0.00000000,-0.29613358,0.01079104,0.21972656,0.01316994,-0.25396507,0.01076855,160,96
random_uniform_selector,0.05000000,5,0.00000000,0.00000000,0.00000000,0.00000000,-0.28958076,0.01053721,0.22988281,0.01300131,-0.24741663,0.01051361,160,96
random_uniform_selector,0.05000000,6,0.00000000,0.00000000,0.00000000,0.00000000,-0.29336709,0.01068562,0.22402344,0.01347277,-0.25120515,0.01066326,160,96
random_uniform_selector,0.05000000,7,0.00000000,0.00000000,0.00000000,0.00000000,-0.30014341,0.00968455,0.21803385,0.01222177,-0.25798584,0.00966091,160,96
random_uniform_selector,0.05000000,8,0.00000000,0.00000000,0.00000000,0.00000000,-0.29301941,0.01093458,0.22304688,0.01352786,-0.25086184,0.01090967,160,96
random_uniform_selector,0.05000000,9,0.00000000,0.00000000,0.00000000,0.00000000,-0.28946106,0.01065233,0.23111979,0.01324363,-0.24730349,0.01062847,160,96
random_uniform_selector,0.10000000,0,0.00000000,0.00000000,0.00000000,0.00000000,-0.28841010,0.01104787,0.22708333,0.01413141,-0.24624817,0.01102345,160,96
random_uniform_selector,0.10000000,1,0.00000000,0.00000000,0.00000000,0.00000000,-0.29222009,0.01060516,0.22610677,0.01326021,-0.25006034,0.01058173,160,96
random_uniform_selector,0.10000000,2,0.00000000,0.00000000,0.00000000,0.00000000,-0.29608639,0.01031264,0.22102865,0.01295782,-0.25392227,0.01028886,160,96
random_uniform_selector,0.10000000,3,0.00000000,0.00000000,0.00000000,0.00000000,-0.29508290,0.00992037,0.22467448,0.01237962,-0.25291878,0.00989676,160,96
random_uniform_selector,0.10000000,4,0.00000000,0.00000000,0.00000000,0.00000000,-0.29613358,0.01079104,0.21972656,0.01316994,-0.25396507,0.01076855,160,96
random_uniform_selector,0.10000000,5,0.00000000,0.00000000,0.00000000,0.00000000,-0.28958076,0.01053721,0.22988281,0.01300131,-0.24741663,0.01051361,160,96
random_uniform_selector,0.10000000,6,0.00000000,0.00000000,0.00000000,0.00000000,-0.29336709,0.01068562,0.22402344,0.01347277,-0.25120515,0.01066326,160,96
random_uniform_selector,0.10000000,7,0.00000000,0.00000000,0.00000000,0.00000000,-0.30014341,0.00968455,0.21803385,0.01222177,-0.25798584,0.00966091,160,96
random_uniform_selector,0.10000000,8,0.00000000,0.00000000,0.00000000,0.00000000,-0.29301941,0.01093458,0.22304688,0.01352786,-0.25086184,0.01090967,160,96
random_uniform_selector,0.10000000,9,0.00000000,0.00000000,0.00000000,0.00000000,-0.28946106,0.01065233,0.23111979,0.01324363,-0.24730349,0.01062847,160,96
tail_risk_reweighting_selector,0.05000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.28581903,0.01319028,0.52656250,0.01087182,0.32078033,0.01316948,160,96
tail_risk_reweighting_selector,0.05000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.28659593,0.01250535,0.52740885,0.01027652,0.32156258,0.01248464,160,96
tail_risk_reweighting_selector,0.05000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.28834938,0.01212911,0.52877604,0.01002775,0.32331700,0.01210887,160,96
tail_risk_reweighting_selector,0.05000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.28698829,0.01299528,0.52760417,0.01080591,0.32195906,0.01297459,160,96
tail_risk_reweighting_selector,0.05000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.28616964,0.01335554,0.52701823,0.01113170,0.32114138,0.01333539,160,96
tail_risk_reweighting_selector,0.05000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.28502347,0.01280729,0.52617187,0.01071728,0.31999836,0.01278791,160,96
tail_risk_reweighting_selector,0.05000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.28753059,0.01294565,0.52805990,0.01090222,0.32249551,0.01292704,160,96
tail_risk_reweighting_selector,0.05000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.29308922,0.01236234,0.53333333,0.01027361,0.32805072,0.01234188,160,96
tail_risk_reweighting_selector,0.05000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.28683884,0.01293580,0.52747396,0.01089093,0.32179693,0.01291596,160,96
tail_risk_reweighting_selector,0.05000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.28919548,0.01299817,0.52968750,0.01078770,0.32415891,0.01297808,160,96
tail_risk_reweighting_selector,0.10000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.28581903,0.01319028,0.52656250,0.01087182,0.32078033,0.01316948,160,96
tail_risk_reweighting_selector,0.10000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.28659593,0.01250535,0.52740885,0.01027652,0.32156258,0.01248464,160,96
tail_risk_reweighting_selector,0.10000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.28834938,0.01212911,0.52877604,0.01002775,0.32331700,0.01210887,160,96
tail_risk_reweighting_selector,0.10000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.28698829,0.01299528,0.52760417,0.01080591,0.32195906,0.01297459,160,96
tail_risk_reweighting_selector,0.10000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.28616964,0.01335554,0.52701823,0.01113170,0.32114138,0.01333539,160,96
tail_risk_reweighting_selector,0.10000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.28502347,0.01280729,0.52617187,0.01071728,0.31999836,0.01278791,160,96
tail_risk_reweighting_selector,0.10000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.28753059,0.01294565,0.52805990,0.01090222,0.32249551,0.01292704,160,96
tail_risk_reweighting_selector,0.10000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.29308922,0.01236234,0.53333333,0.01027361,0.32805072,0.01234188,160,96
tail_risk_reweighting_selector,0.10000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.28683884,0.01293580,0.52747396,0.01089093,0.32179693,0.01291596,160,96
tail_risk_reweighting_selector,0.10000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.28919548,0.01299817,0.52968750,0.01078770,0.32415891,0.01297808,160,96
uncertainty_active_selector,0.05000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.09435221,0.01442395,0.44667969,0.01189050,0.13091037,0.01440088,160,96
uncertainty_active_selector,0.05000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.09117438,0.01410389,0.44361979,0.01143963,0.12773185,0.01407843,160,96
uncertainty_active_selector,0.05000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.09252273,0.01462289,0.44472656,0.01206237,0.12906855,0.01459976,160,96
uncertainty_active_selector,0.05000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.09138418,0.01362279,0.44342448,0.01099594,0.12791179,0.01359908,160,96
uncertainty_active_selector,0.05000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.08881827,0.01444895,0.44075521,0.01185713,0.12534738,0.01442827,160,96
uncertainty_active_selector,0.05000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.09499918,0.01373510,0.44648437,0.01133907,0.13152540,0.01371478,160,96
uncertainty_active_selector,0.05000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.08869781,0.01380395,0.44069010,0.01133113,0.12523646,0.01378078,160,96
uncertainty_active_selector,0.05000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.08944802,0.01461630,0.44095052,0.01198705,0.12597941,0.01459184,160,96
uncertainty_active_selector,0.05000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.09205967,0.01507573,0.44342448,0.01244694,0.12859255,0.01505482,160,96
uncertainty_active_selector,0.05000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.09482994,0.01478378,0.44615885,0.01213985,0.13136431,0.01476220,160,96
uncertainty_active_selector,0.10000000,0,0.00000000,0.00000000,0.00000000,0.00000000,0.09435221,0.01442395,0.44667969,0.01189050,0.13091037,0.01440088,160,96
uncertainty_active_selector,0.10000000,1,0.00000000,0.00000000,0.00000000,0.00000000,0.09117438,0.01410389,0.44361979,0.01143963,0.12773185,0.01407843,160,96
uncertainty_active_selector,0.10000000,2,0.00000000,0.00000000,0.00000000,0.00000000,0.09252273,0.01462289,0.44472656,0.01206237,0.12906855,0.01459976,160,96
uncertainty_active_selector,0.10000000,3,0.00000000,0.00000000,0.00000000,0.00000000,0.09138418,0.01362279,0.44342448,0.01099594,0.12791179,0.01359908,160,96
uncertainty_active_selector,0.10000000,4,0.00000000,0.00000000,0.00000000,0.00000000,0.08881827,0.01444895,0.44075521,0.01185713,0.12534738,0.01442827,160,96
uncertainty_active_selector,0.10000000,5,0.00000000,0.00000000,0.00000000,0.00000000,0.09499918,0.01373510,0.44648437,0.01133907,0.13152540,0.01371478,160,96
uncertainty_active_selector,0.10000000,6,0.00000000,0.00000000,0.00000000,0.00000000,0.08869781,0.01380395,0.44069010,0.01133113,0.12523646,0.01378078,160,96
uncertainty_active_selector,0.10000000,7,0.00000000,0.00000000,0.00000000,0.00000000,0.08944802,0.01461630,0.44095052,0.01198705,0.12597941,0.01459184,160,96
uncertainty_active_selector,0.10000000,8,0.00000000,0.00000000,0.00000000,0.00000000,0.09205967,0.01507573,0.44342448,0.01244694,0.12859255,0.01505482,160,96
uncertainty_active_selector,0.10000000,9,0.00000000,0.00000000,0.00000000,0.00000000,0.09482994,0.01478378,0.44615885,0.01213985,0.13136431,0.01476220,160,96
