method,task,regime,budget,split,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_regret,ci95_regret,groups,episodes_per_cell
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,large_budget,combined_stress,0.53333333,0.02868039,0.30909322,0.03142702,0.58999010,0.00323921,0.25668734,0.00144120,0.11443532,0.00150267,0.07298309,0.00132754,0.19905800,0.00174650,0.19683745,0.00412567,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,large_budget,heldout_mechanism,0.59583333,0.02947678,0.38873189,0.03337266,0.59330660,0.00168140,0.23964634,0.00270472,0.10971636,0.00160309,0.06901222,0.00209061,0.19700080,0.00182342,0.18829280,0.00508490,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,large_budget,heldout_object,0.61979167,0.03406179,0.42569339,0.03706491,0.59749710,0.00164199,0.22766734,0.00201684,0.10455041,0.00231203,0.06687139,0.00205174,0.19530920,0.00092327,0.18460867,0.00530914,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,medium_budget,clean_budget,0.66562500,0.02661138,0.48318332,0.02860071,0.60102810,0.00325813,0.21402874,0.00237869,0.10188914,0.00119994,0.06493922,0.00099941,0.19896080,0.00184395,0.17759852,0.00334773,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,medium_budget,combined_stress,0.50312500,0.03089602,0.27116308,0.03519415,0.58773950,0.00277093,0.25990874,0.00236802,0.11681798,0.00162838,0.07490139,0.00185290,0.20333160,0.00182852,0.20290289,0.00463132,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,medium_budget,heldout_mechanism,0.55000000,0.02649801,0.33933488,0.02862090,0.59523640,0.00235574,0.24164854,0.00147497,0.11090824,0.00222652,0.06950517,0.00139989,0.20046160,0.00134456,0.19292272,0.00268085,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,medium_budget,heldout_object,0.64166667,0.03280814,0.44904484,0.03358607,0.59860160,0.00165512,0.22656094,0.00271987,0.10392172,0.00169739,0.06630920,0.00173573,0.19989920,0.00093077,0.18130848,0.00407945,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,small_budget,clean_budget,0.63854167,0.03292792,0.45167298,0.03526399,0.60193710,0.00161572,0.21912844,0.00201472,0.10252383,0.00158726,0.06474839,0.00156527,0.20564040,0.00159827,0.18056373,0.00433685,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,small_budget,combined_stress,0.51145833,0.01862535,0.28266221,0.01937425,0.59033760,0.00165512,0.26045324,0.00259473,0.11558147,0.00164446,0.07244280,0.00146514,0.20857520,0.00093077,0.19843778,0.00284389,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,small_budget,heldout_mechanism,0.54687500,0.02939023,0.32969798,0.03211643,0.59225340,0.00317318,0.24581344,0.00202049,0.11096586,0.00151046,0.07221044,0.00134036,0.20811880,0.00134383,0.19531442,0.00418931,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,small_budget,heldout_object,0.57916667,0.02457550,0.37506006,0.02678890,0.59504320,0.00304902,0.22903204,0.00142994,0.10856902,0.00171478,0.06999932,0.00112215,0.20562680,0.00183879,0.19063635,0.00336525,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,tiny_budget,clean_budget,0.62500000,0.03588277,0.43295820,0.03865661,0.59578560,0.00160258,0.21741484,0.00139616,0.10240736,0.00216370,0.06738671,0.00169937,0.21094320,0.00090075,0.18485119,0.00486424,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,tiny_budget,combined_stress,0.47291667,0.03266667,0.23204472,0.03499871,0.58587520,0.00304902,0.26378924,0.00142994,0.11977329,0.00154694,0.07684570,0.00114154,0.21404280,0.00183879,0.20634941,0.00415375,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,tiny_budget,heldout_mechanism,0.54895833,0.03886324,0.32923747,0.04204135,0.59061410,0.00166826,0.24556624,0.00271229,0.11301477,0.00219368,0.07169943,0.00200719,0.21199800,0.00158822,0.19496230,0.00563982,10,96
invariant_risk_selector,mobile_place_policy,rare_contact_mechanism,tiny_budget,heldout_object,0.59062500,0.02951603,0.38771777,0.03208335,0.59703060,0.00162885,0.23189344,0.00273512,0.10692440,0.00094940,0.06802470,0.00163307,0.21317920,0.00091576,0.18752094,0.00449766,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,large_budget,clean_budget,0.69895833,0.03973535,0.53805988,0.04247267,0.61034574,0.00321788,0.19974414,0.00238234,0.09058401,0.00246197,0.06178222,0.00059303,0.19184688,0.00134082,0.17272220,0.00414618,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,large_budget,combined_stress,0.58958333,0.03106794,0.38305408,0.03342750,0.59734554,0.00304171,0.24587134,0.00144120,0.10489369,0.00127664,0.07011985,0.00113841,0.19718288,0.00183365,0.18981901,0.00392405,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,large_budget,heldout_mechanism,0.63958333,0.03486145,0.45289679,0.03745507,0.60346344,0.00168140,0.22642914,0.00236457,0.09965809,0.00174799,0.06549935,0.00222132,0.19432528,0.00158579,0.18152276,0.00533197,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,large_budget,heldout_object,0.67916667,0.03533650,0.50846090,0.03883048,0.60765394,0.00164199,0.21324954,0.00272749,0.09317736,0.00239605,0.06217637,0.00199091,0.19423448,0.00092327,0.17483021,0.00467813,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,medium_budget,clean_budget,0.69687500,0.02245833,0.53264119,0.02370753,0.60978424,0.00320889,0.20081154,0.00141868,0.09220587,0.00183844,0.06247425,0.00088431,0.19628528,0.00159571,0.17340750,0.00259634,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,medium_budget,combined_stress,0.57500000,0.03085852,0.36494886,0.03231140,0.59509494,0.00166826,0.24669154,0.00271229,0.10671636,0.00116694,0.07007927,0.00169318,0.20065608,0.00182852,0.19186680,0.00431632,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,medium_budget,heldout_mechanism,0.63125000,0.03803812,0.44234090,0.04015888,0.60399254,0.00276269,0.23083254,0.00147497,0.09981622,0.00221093,0.06529850,0.00110681,0.19858648,0.00095329,0.18075424,0.00456508,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,medium_budget,heldout_object,0.68958333,0.03130556,0.51840138,0.03350756,0.60875844,0.00165512,0.21334374,0.00237153,0.09373844,0.00194148,0.06191343,0.00150058,0.19882448,0.00093077,0.17303044,0.00444610,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,small_budget,clean_budget,0.69583333,0.03895252,0.53031611,0.04184615,0.61069324,0.00234832,0.20591124,0.00261345,0.09285971,0.00174994,0.06021502,0.00148023,0.20296488,0.00184912,0.17124786,0.00473731,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,small_budget,combined_stress,0.48645833,0.02823280,0.27271977,0.03038261,0.59769304,0.00277513,0.24723604,0.00201799,0.10758570,0.00151618,0.07029118,0.00130467,0.20750048,0.00093077,0.19915304,0.00410461,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,small_budget,heldout_mechanism,0.62708333,0.01604726,0.43105763,0.01613346,0.59960884,0.00276678,0.23259624,0.00258242,0.10061424,0.00092678,0.06802373,0.00128791,0.20624368,0.00158579,0.18526433,0.00207669,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,small_budget,heldout_object,0.66354167,0.03013716,0.48138797,0.03149211,0.60239864,0.00235051,0.21821604,0.00142994,0.09738324,0.00167942,0.06493037,0.00168338,0.20295128,0.00159319,0.17914377,0.00383134,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,tiny_budget,clean_budget,0.66875000,0.03055687,0.49658773,0.03374957,0.60594244,0.00160258,0.20659884,0.00139616,0.09244034,0.00105489,0.06312214,0.00226384,0.20986848,0.00090075,0.17719417,0.00515182,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,tiny_budget,combined_stress,0.54479167,0.03665536,0.32501883,0.03888452,0.59323064,0.00235051,0.25297324,0.00142994,0.10896251,0.00198024,0.07202426,0.00187069,0.21136728,0.00159319,0.19637932,0.00396056,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,tiny_budget,heldout_mechanism,0.60312500,0.03843181,0.40557506,0.04162324,0.60077094,0.00166826,0.23234904,0.00236802,0.10264399,0.00214935,0.06717991,0.00196946,0.20932248,0.00093828,0.18592301,0.00506795,10,96
invariant_risk_selector,peg_search_policy,color_mechanism_confound,tiny_budget,heldout_object,0.65937500,0.02636659,0.47844980,0.02836663,0.60578674,0.00234938,0.21867624,0.00273512,0.09691653,0.00129685,0.06326445,0.00119537,0.21130408,0.00134134,0.17680945,0.00431562,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,large_budget,clean_budget,0.64270833,0.03752941,0.44579635,0.04062529,0.59143800,0.00160258,0.23724900,0.00139616,0.10081021,0.00162639,0.06696194,0.00208011,0.19776760,0.00134034,0.18218480,0.00529492,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,large_budget,combined_stress,0.48854167,0.03422457,0.24430472,0.03381151,0.57732550,0.00164199,0.28002160,0.00260094,0.11650097,0.00150875,0.07629310,0.00165130,0.19926640,0.00134190,0.20483901,0.00303535,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,large_budget,heldout_mechanism,0.52395833,0.03148995,0.29990920,0.03466396,0.58486580,0.00235298,0.26059800,0.00145246,0.11091557,0.00251324,0.07192685,0.00157227,0.19802200,0.00093828,0.19723071,0.00450451,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,large_budget,heldout_object,0.61458333,0.03375446,0.40673727,0.03665157,0.58848090,0.00305638,0.24692520,0.00237869,0.10575766,0.00161262,0.06902761,0.00139802,0.19840280,0.00175498,0.18508286,0.00474325,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,medium_budget,clean_budget,0.62083333,0.03046579,0.41976806,0.03215472,0.59005050,0.00161572,0.24000960,0.00140742,0.10181776,0.00171057,0.06753184,0.00184048,0.20173400,0.00090825,0.18472748,0.00260714,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,medium_budget,combined_stress,0.44375000,0.03947222,0.19643167,0.04269489,0.57845100,0.00165512,0.28013380,0.00259473,0.11873098,0.00252457,0.07633597,0.00181878,0.20306800,0.00093077,0.20877884,0.00637788,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,medium_budget,heldout_mechanism,0.51770833,0.01396383,0.28813220,0.01461452,0.58316820,0.00317318,0.26549400,0.00202049,0.11135832,0.00120699,0.07364364,0.00103699,0.20341200,0.00094578,0.19875200,0.00236332,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,medium_budget,heldout_object,0.58958333,0.02438631,0.37645750,0.02627764,0.58595800,0.00324866,0.24871260,0.00142994,0.10697358,0.00122672,0.07060074,0.00113517,0.20252080,0.00175073,0.18920466,0.00328199,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,small_budget,clean_budget,0.63541667,0.04026221,0.43159030,0.04302325,0.58748540,0.00279250,0.23732910,0.00139616,0.10292361,0.00171880,0.06929644,0.00148371,0.20562800,0.00090075,0.18503081,0.00556609,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,small_budget,combined_stress,0.44375000,0.02874491,0.19014179,0.03153627,0.57617430,0.00319992,0.28370350,0.00142994,0.11987623,0.00134556,0.07864274,0.00120273,0.21032840,0.00183879,0.21030976,0.00391539,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,small_budget,heldout_mechanism,0.52083333,0.03813541,0.28602990,0.03975646,0.57951250,0.00166826,0.26548050,0.00271229,0.11468726,0.00174590,0.07437228,0.00129298,0.20828360,0.00182852,0.19994836,0.00402392,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,small_budget,heldout_object,0.57500000,0.03130556,0.35793432,0.03341302,0.58592900,0.00162885,0.25300830,0.00260718,0.10746712,0.00186120,0.07042638,0.00185658,0.20786400,0.00091576,0.19099324,0.00494016,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,tiny_budget,clean_budget,0.59375000,0.02806002,0.38375016,0.03020710,0.58893240,0.00307869,0.24332910,0.00262610,0.10668521,0.00207097,0.06915054,0.00093574,0.21127080,0.00160348,0.18739113,0.00338379,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,tiny_budget,combined_stress,0.41770833,0.03819002,0.16133504,0.03958674,0.57650900,0.00162885,0.28634890,0.00273512,0.12000481,0.00135387,0.07810202,0.00190159,0.21613600,0.00091576,0.21267763,0.00472350,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,tiny_budget,heldout_mechanism,0.50729167,0.02706011,0.27277614,0.02817967,0.58126960,0.00277513,0.26694390,0.00144120,0.11360792,0.00161576,0.07352522,0.00087633,0.21490400,0.00093077,0.19864817,0.00304552,10,96
invariant_risk_selector,peg_search_policy,compound_spurious_shift,tiny_budget,heldout_object,0.56875000,0.03629346,0.34544838,0.03781821,0.58290860,0.00306378,0.25277790,0.00140742,0.10977786,0.00199263,0.07329417,0.00085569,0.21255480,0.00159827,0.19372783,0.00399874,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,large_budget,clean_budget,0.66250000,0.02639292,0.47535711,0.02908802,0.59675406,0.00158944,0.22670806,0.00138490,0.10013183,0.00095028,0.06473741,0.00193775,0.19578752,0.00188908,0.17805361,0.00450829,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,large_budget,combined_stress,0.50312500,0.02258173,0.26727824,0.02475754,0.58012856,0.00162885,0.27092846,0.00141868,0.11379745,0.00181332,0.07503207,0.00200803,0.19825152,0.00091576,0.20258349,0.00416104,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,large_budget,heldout_mechanism,0.55625000,0.01644637,0.34021055,0.01774238,0.58769056,0.00165512,0.25272406,0.00276033,0.10853993,0.00207205,0.07040109,0.00171278,0.19701952,0.00093077,0.19393986,0.00342395,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,large_budget,heldout_object,0.62395833,0.03354110,0.42407662,0.03653849,0.59213096,0.00306378,0.23735746,0.00274279,0.10447675,0.00141556,0.06762075,0.00122957,0.19707152,0.00187812,0.18308695,0.00445077,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,medium_budget,clean_budget,0.63229167,0.03690720,0.44062716,0.03986497,0.59454056,0.00160258,0.22876066,0.00139616,0.10009008,0.00124331,0.06571001,0.00211488,0.20088272,0.00160086,0.18294551,0.00491030,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,medium_budget,combined_stress,0.50937500,0.02306873,0.27128987,0.02570826,0.58042806,0.00164199,0.27273386,0.00237508,0.11488896,0.00210433,0.07524716,0.00208404,0.20238152,0.00092327,0.20185024,0.00399751,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,medium_budget,heldout_mechanism,0.58645833,0.03874388,0.37170072,0.04097603,0.58796836,0.00235298,0.25210966,0.00145246,0.10800794,0.00188667,0.07003156,0.00140520,0.20193752,0.00093828,0.18911018,0.00488464,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,medium_budget,heldout_object,0.62187500,0.03444041,0.41982964,0.03708862,0.59158346,0.00305638,0.23843686,0.00237869,0.10450627,0.00127748,0.06822545,0.00110999,0.20151792,0.00184395,0.18368670,0.00427430,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,small_budget,clean_budget,0.63333333,0.03520519,0.43746635,0.03764200,0.58990206,0.00158944,0.22790476,0.00201285,0.09968630,0.00161949,0.06807662,0.00148285,0.20679352,0.00089324,0.18446781,0.00453387,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,small_budget,combined_stress,0.46354167,0.03210174,0.22117393,0.03352017,0.58028006,0.00325813,0.27092456,0.00141868,0.11762080,0.00108874,0.07639210,0.00098082,0.20925752,0.00187266,0.20616765,0.00369901,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,small_budget,heldout_mechanism,0.56458333,0.02769451,0.33849495,0.03020236,0.58363996,0.00277513,0.25872316,0.00144120,0.11115390,0.00129444,0.07333531,0.00150258,0.20802552,0.00186179,0.19514118,0.00369627,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,small_budget,heldout_object,0.59791667,0.02639292,0.39077240,0.02792610,0.58948106,0.00161572,0.24335656,0.00201472,0.10411997,0.00127229,0.06859428,0.00146942,0.20807752,0.00090825,0.18717850,0.00354664,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,tiny_budget,clean_budget,0.62708333,0.02596834,0.42688937,0.02760958,0.59194406,0.00329629,0.23321416,0.00263247,0.10189876,0.00175888,0.06832824,0.00112472,0.21117552,0.00088573,0.18385580,0.00372051,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,tiny_budget,combined_stress,0.42187500,0.02047330,0.17381074,0.02155131,0.57980906,0.00161572,0.27768176,0.00201472,0.11711358,0.00129020,0.07650850,0.00170477,0.21620552,0.00090825,0.21101463,0.00322719,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,tiny_budget,heldout_mechanism,0.53645833,0.02675025,0.31061563,0.02992666,0.58599206,0.00164199,0.25829536,0.00272749,0.11078019,0.00202925,0.07229864,0.00193471,0.21418552,0.00092327,0.19594942,0.00435226,10,96
invariant_risk_selector,peg_search_policy,counterfactual_missing,tiny_budget,heldout_object,0.59375000,0.04831465,0.38038787,0.05116816,0.58705566,0.00307121,0.24243556,0.00201375,0.10668197,0.00242123,0.07176722,0.00111860,0.21150752,0.00090075,0.19004829,0.00571172,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,large_budget,clean_budget,0.74166667,0.02190501,0.59625615,0.02433130,0.61851980,0.00234181,0.18715700,0.00242141,0.08780797,0.00129951,0.05706930,0.00118192,0.19141560,0.00190171,0.16365725,0.00341265,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,0.61041667,0.03223851,0.41894922,0.03508711,0.60280080,0.00328165,0.22855260,0.00132860,0.10104050,0.00137779,0.06729888,0.00118576,0.19599840,0.00188578,0.18527026,0.00427659,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,large_budget,heldout_mechanism,0.70625000,0.02211544,0.53557646,0.02463901,0.60773500,0.00155004,0.21169760,0.00278147,0.09465221,0.00187260,0.06275519,0.00205678,0.19326480,0.00161153,0.17272412,0.00429845,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,large_budget,heldout_object,0.72708333,0.02468832,0.56888637,0.02593118,0.61177430,0.00329086,0.19598720,0.00131734,0.09095261,0.00126881,0.06140543,0.00103020,0.19228720,0.00179418,0.16923311,0.00322613,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,medium_budget,clean_budget,0.70729167,0.02405165,0.55535629,0.02583554,0.61249970,0.00234213,0.18594680,0.00130608,0.08799323,0.00198457,0.06069899,0.00139001,0.19513600,0.00084070,0.17235221,0.00353883,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,0.61562500,0.03502713,0.42644720,0.03798001,0.60489650,0.00153690,0.22949640,0.00240523,0.09995531,0.00232122,0.06521140,0.00169236,0.19955400,0.00086322,0.18370280,0.00538512,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,medium_budget,heldout_mechanism,0.69687500,0.03298413,0.52131498,0.03432104,0.60560690,0.00280610,0.21502400,0.00263887,0.09408266,0.00098871,0.06419324,0.00116046,0.20000960,0.00133916,0.17519926,0.00369075,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,medium_budget,heldout_object,0.69062500,0.03652878,0.53072775,0.03942080,0.61302300,0.00152376,0.19860620,0.00279711,0.09069709,0.00203216,0.06046429,0.00191156,0.19776000,0.00085571,0.17221968,0.00558771,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,small_budget,clean_budget,0.70520833,0.03059474,0.55169049,0.03291247,0.61228450,0.00148436,0.18888230,0.00129482,0.08715328,0.00164122,0.06008873,0.00176228,0.20277400,0.00083319,0.17137352,0.00393592,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,0.60416667,0.04389451,0.40957271,0.04692634,0.60356900,0.00152376,0.23267910,0.00279711,0.10117161,0.00206568,0.06666332,0.00189494,0.20575600,0.00085571,0.18523460,0.00587817,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,small_budget,heldout_mechanism,0.63125000,0.02261248,0.44791940,0.02485999,0.60570180,0.00326329,0.21822530,0.00135112,0.09693706,0.00129009,0.06593078,0.00117345,0.20542360,0.00133885,0.18228829,0.00333272,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,small_budget,heldout_object,0.67395833,0.03652878,0.50978757,0.03815257,0.61254250,0.00151063,0.20131430,0.00285014,0.09173519,0.00146044,0.06087392,0.00117317,0.20444600,0.00084820,0.17391506,0.00417530,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,tiny_budget,clean_budget,0.68750000,0.02472581,0.52846463,0.02694966,0.61208300,0.00147122,0.19106810,0.00128357,0.08990959,0.00131345,0.06084180,0.00200721,0.20907560,0.00133788,0.17351732,0.00380146,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,0.57708333,0.03828087,0.37631700,0.03983914,0.60085450,0.00151063,0.23631270,0.00266482,0.10282818,0.00203426,0.06771002,0.00176175,0.21142200,0.00084820,0.18880908,0.00351057,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,tiny_budget,heldout_mechanism,0.61145833,0.02042801,0.42763531,0.02088506,0.60581040,0.00310895,0.21707510,0.00133986,0.09740510,0.00093799,0.06510041,0.00092239,0.21110200,0.00086322,0.18260277,0.00239572,10,96
invariant_risk_selector,peg_search_policy,iid_mechanisms,tiny_budget,heldout_object,0.64062500,0.03578583,0.46861057,0.03812521,0.61067500,0.00149749,0.20567390,0.00241730,0.09409086,0.00148754,0.06257213,0.00182107,0.21059600,0.00084070,0.17888528,0.00396366,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,large_budget,clean_budget,0.63645833,0.03125373,0.45136830,0.03455345,0.59743048,0.00334454,0.21908231,0.00131734,0.09958074,0.00155161,0.06580376,0.00132923,0.19530416,0.00192229,0.18136383,0.00452032,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,large_budget,combined_stress,0.50937500,0.02942173,0.28271131,0.03272165,0.58673748,0.00155004,0.26358531,0.00201051,0.11247675,0.00209086,0.07246287,0.00198881,0.19795656,0.00133885,0.19898194,0.00412396,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,large_budget,heldout_mechanism,0.61145833,0.01801866,0.40096509,0.01983792,0.58742618,0.00234560,0.24789371,0.00276592,0.10431957,0.00088519,0.07089829,0.00138685,0.19920016,0.00088573,0.18877234,0.00226348,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,large_budget,heldout_object,0.68020833,0.03306828,0.48842089,0.03761270,0.59401698,0.00153690,0.23316971,0.00278927,0.10067796,0.00226936,0.06616326,0.00240358,0.19487816,0.00086322,0.17729764,0.00582152,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,medium_budget,clean_budget,0.66979167,0.01926104,0.48584833,0.02096029,0.59726448,0.00152376,0.22409051,0.00279711,0.09731425,0.00187075,0.06432111,0.00191277,0.19916816,0.00085571,0.17700935,0.00324920,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,medium_budget,combined_stress,0.52187500,0.03867209,0.28941766,0.04071944,0.58208098,0.00156317,0.26594511,0.00263887,0.11297102,0.00149458,0.07451000,0.00182162,0.20405696,0.00177655,0.20014905,0.00549840,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,medium_budget,heldout_mechanism,0.58958333,0.02301848,0.37621894,0.02488022,0.58835078,0.00323596,0.24903431,0.00275819,0.10658676,0.00230710,0.07123500,0.00078485,0.20128616,0.00089324,0.18987522,0.00264329,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,medium_budget,heldout_object,0.63125000,0.03642085,0.43019875,0.03922568,0.59131488,0.00281074,0.23600411,0.00264531,0.10255002,0.00135537,0.06892385,0.00149471,0.20209536,0.00161153,0.18526059,0.00461178,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,small_budget,clean_budget,0.65104167,0.03166595,0.46354397,0.03278219,0.59699398,0.00151063,0.22577801,0.00280496,0.09769567,0.00135954,0.06483047,0.00143396,0.20597416,0.00084820,0.17901099,0.00286168,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,small_budget,combined_stress,0.47812500,0.02443375,0.23744520,0.02693731,0.58069818,0.00234415,0.27028101,0.00264531,0.11516829,0.00129537,0.07659119,0.00164093,0.20942696,0.00178092,0.20662982,0.00356727,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,small_budget,heldout_mechanism,0.55729167,0.03281520,0.33906062,0.03487111,0.58979108,0.00280151,0.25458941,0.00137364,0.10929941,0.00240318,0.07077400,0.00095422,0.20586816,0.00088573,0.19196784,0.00385861,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,small_budget,heldout_object,0.61041667,0.02419564,0.40349445,0.02664530,0.59077908,0.00310895,0.23986541,0.00133986,0.10452575,0.00128391,0.07025430,0.00115902,0.20714896,0.00178532,0.18752683,0.00348207,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,tiny_budget,clean_budget,0.61562500,0.03757875,0.42093231,0.04071440,0.59560248,0.00149749,0.22934501,0.00241730,0.10035572,0.00138574,0.06604178,0.00190988,0.21239616,0.00084070,0.18353427,0.00552350,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,tiny_budget,combined_stress,0.47083333,0.02232388,0.22788796,0.02311682,0.58239648,0.00332517,0.27289461,0.00133986,0.11551236,0.00101205,0.07650452,0.00096539,0.21601376,0.00133859,0.20567764,0.00274727,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,tiny_budget,heldout_mechanism,0.53541667,0.02531813,0.31288842,0.02748417,0.58730898,0.00156317,0.25241921,0.00136238,0.11151239,0.00159111,0.07178867,0.00181090,0.21246736,0.00177655,0.19584675,0.00407958,10,96
invariant_risk_selector,peg_search_policy,intervention_gap,tiny_budget,heldout_object,0.59895833,0.02362420,0.39041018,0.02565305,0.59052298,0.00333484,0.23960321,0.00132860,0.10536953,0.00116986,0.06990446,0.00107265,0.21341936,0.00161705,0.18765840,0.00320963,10,96
invariant_risk_selector,peg_search_policy,material_shift,large_budget,clean_budget,0.70833333,0.01667014,0.54452511,0.01786448,0.60396938,0.00148436,0.20180927,0.00129482,0.09056171,0.00174927,0.06229955,0.00162801,0.19368296,0.00083319,0.17291834,0.00243053,10,96
invariant_risk_selector,peg_search_policy,material_shift,large_budget,combined_stress,0.54791667,0.03016021,0.33782910,0.03119998,0.59525388,0.00152376,0.24800727,0.00279711,0.10645254,0.00192423,0.07009846,0.00195993,0.19666496,0.00085571,0.19412482,0.00390814,10,96
invariant_risk_selector,peg_search_policy,material_shift,large_budget,heldout_mechanism,0.61770833,0.02435780,0.42618337,0.02601439,0.60018808,0.00326329,0.23115227,0.00135112,0.09924470,0.00112234,0.06677475,0.00103851,0.19713296,0.00087072,0.18365401,0.00314851,10,96
